Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,MRP,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Breadth (product.metafields.custom.breadth),Dexterity (product.metafields.custom.dexterity),Gender (product.metafields.custom.gender),Grade (product.metafields.custom.grade),Height (product.metafields.custom.height),HSN Code (product.metafields.custom.hsn_code),Kit Options (product.metafields.custom.kit_options),Knob Adjuster (product.metafields.custom.knob_adjuster),Length (product.metafields.custom.length),Materials (product.metafields.custom.materials),Material Quality (product.metafields.custom.material_quality),Pack Size (product.metafields.custom.pack_size),Profile (product.metafields.custom.profile),Sizes (product.metafields.custom.sizes),Size Chart (product.metafields.custom.size_chart),Type (product.metafields.custom.type),Weight (product.metafields.custom.weight),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Autograph type (product.metafields.shopify.autograph-type),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Ball material (product.metafields.shopify.ball-material),Ball size (product.metafields.shopify.ball-size),Bat material (product.metafields.shopify.bat-material),Body area (product.metafields.shopify.body-area),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Cricket equipment included (product.metafields.shopify.cricket-equipment-included),Earplug use (product.metafields.shopify.earplug-use),Exercise equipment included (product.metafields.shopify.exercise-equipment-included),Eyewear frame color (product.metafields.shopify.eyewear-frame-color),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Hammer head material (product.metafields.shopify.hammer-head-material),Hand side (product.metafields.shopify.hand-side),Handle material (product.metafields.shopify.handle-material),Handwear material (product.metafields.shopify.handwear-material),Headwear features (product.metafields.shopify.headwear-features),Heel height type (product.metafields.shopify.heel-height-type),Ice pack type (product.metafields.shopify.ice-pack-type),Lens polarization (product.metafields.shopify.lens-polarization),Material (product.metafields.shopify.material),Occasion style (product.metafields.shopify.occasion-style),Racket balance (product.metafields.shopify.racket-balance),Racket head shape (product.metafields.shopify.racket-head-shape),Racket material (product.metafields.shopify.racket-material),Recommended skill level (product.metafields.shopify.recommended-skill-level),Resistance level (product.metafields.shopify.resistance-level),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Signature placement (product.metafields.shopify.signature-placement),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Spinner type (product.metafields.shopify.spinner-type),Suitcase handle type (product.metafields.shopify.suitcase-handle-type),Swing style (product.metafields.shopify.swing-style),Tape material (product.metafields.shopify.tape-material),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Toy/Game material (product.metafields.shopify.toy-game-material),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mrf-genius-masterclass-cricket-bat,,,,,,,,,Harrow,,,,,,,,,0,shopify,deny,manual,188.5,,,TRUE,TRUE,,,,,'51864866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-monarch-cricket-bat,MRF Genius Monarch Cricket Bat,"<p>Designed for players valuing precision and lighter bats, the Genius Monarch offers exceptional durability with premium English willow. Its traditional shape and lightweight design deliver superior handling and effortless control.</p>
<ul>
<li>Premium English Willow: Top quality for durability and performance.</li>
<li>Traditional Shape: Excellent pickup and comfort.</li>
<li>Lightweight Design: Allows quick reactions and easy maneuvering.</li>
<li>Balanced Performance: Power without extra weight.</li>
<li>Size: SH (Adult)</li>
</ul>",MRF,Sporting Goods > Athletics > Cricket > Cricket Bats,,,TRUE,Size,SH_Adult,,,,,,,,,0,shopify,deny,manual,379,,,TRUE,TRUE,,,,,'00150050,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/EW_GENIUS_MONARCH.webp?v=1756724353,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,Premium English Willow,,,,,,english-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-genius-silver-cricket-bat,MRF Genius Silver Cricket Bat,"<p>The Genius Silver Bat is designed for modern cricketers who value innovation and handling. Its revolutionary scoop design optimizes weight distribution for power and balance, while expert craftsmanship guarantees superior quality.</p>
<ul>
<li>Innovative Scoop Design: Enhances balance and power.</li>
<li>Expert Shaping: Improves pickup and maneuverability.</li>
<li>Handcrafted Quality: Precision-crafted by skilled artisans.</li>
<li>Striking Sticker Design: Appeals to young players.</li>
<li>Size: SH (Adult)</li>
</ul>",MRF,Sporting Goods > Athletics > Cricket > Cricket Bats,,,TRUE,Size,SH_Adult,,,,,,,,,0,shopify,deny,manual,435,,,TRUE,TRUE,,,,,'98085666,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/EW_GENIUS_SILVER.webp?v=1756724353,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,Premium English Willow,,,,,,english-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-genius-gold-cricket-bat,MRF Genius Gold Cricket Bat,"<p>Featuring a bold Solid Gold sticker design, this bat blends performance with presence. Hand-selected premium English willow ensures durability, while an advanced profile delivers light yet powerful pickup, making every stroke dynamic.</p>
<ul>
<li>Hand-Selected Premium Willow: Durability and high performance.</li>
<li>Advanced Profile Design: Lightweight with powerful pickup.</li>
<li>Mid-Blade Swell: Extended sweet spot for consistent hits.</li>
<li>Perfect Balance &amp; Control: Power and elegance combined.</li>
<li>Size: SH (Adult)</li>
</ul>",MRF,Sporting Goods > Athletics > Cricket > Cricket Bats,,,TRUE,Size,SH_Adult,,,,,,,,,0,shopify,deny,manual,465,,,TRUE,TRUE,,,,,'92908322,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/EW_GENIUS_GOLD.webp?v=1756724353,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,Premium English Willow,,,,,,english-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-genius-grand-cricket-bat,MRF Genius Grand Cricket Bat,"<p>POWER, BALANCE, AND FLAIR<br>Built for big hitters and stylish players, the Genius Grand offers power, balance, and flair. Made from premium Grade 1 English willow, it delivers a perfect blend of powerful hits and precise control, with a rounded handle for comfort and a sleek modern design.</p>
<ul>
<li>Premium Grade 1 English Willow: Top-tier quality for powerful hitting.</li>
<li>Perfect Balance: Offers full control with strong impact.</li>
<li>Rounded Handle: Provides precision and comfort.</li>
<li>Sleek Modern Design: Embossed 3D stickers add style.</li>
<li>Size: SH (Adult)</li>
</ul>",MRF,Sporting Goods > Athletics > Cricket > Cricket Bats,,,TRUE,Size,SH_Adult,,,,,,,,,0,shopify,deny,manual,368.5,,,TRUE,TRUE,,,,,'47867170,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/EW_GENIUS_GRAND_SR_JR.webp?v=1756724353,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-genius-grand-cricket-bat,,,,,,,,,3,,,,,,,,,0,shopify,deny,manual,368.5,,,TRUE,TRUE,,,,,'47899938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-grand-cricket-bat,,,,,,,,,4,,,,,,,,,0,shopify,deny,manual,368.5,,,TRUE,TRUE,,,,,'47932706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-grand-cricket-bat,,,,,,,,,5,,,,,,,,,0,shopify,deny,manual,368.5,,,TRUE,TRUE,,,,,'47965474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-grand-cricket-bat,,,,,,,,,6,,,,,,,,,0,shopify,deny,manual,368.5,,,TRUE,TRUE,,,,,'47998242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-grand-cricket-bat,,,,,,,,,Harrow,,,,,,,,,0,shopify,deny,manual,368.5,,,TRUE,TRUE,,,,,'48031010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-elite-cricket-bat,MRF Genius Elite Cricket Bat,"<p>Unleash your full potential with the Genius Elite Bat, handcrafted by skilled artisans to combine power, control, and style. Its strategic mid-blade swell creates a prolonged sweet spot, while expansive edges and dynamic balance allow effortless stroke play.</p>
<ul>
<li>Strategic Mid-Blade Swell: Prolonged sweet spot for versatile shots.</li>
<li>Masterful Handcraftsmanship: Detailed artistry ensures peak performance.</li>
<li>Expansive Edges: Enhanced power and stability.</li>
<li>Dynamic Balance &amp; Pickup: Fuses power with precision control.</li>
<li>Size: SH (Adult)</li>
</ul>",MRF,Sporting Goods > Athletics > Cricket > Cricket Bats,,,TRUE,Size,SH_Adult,,,,,,,,,0,shopify,deny,manual,0,,,TRUE,TRUE,,,,,'87272226,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/EW_GENIUS_ELITE.webp?v=1756724354,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,Premium English Willow,,,,,,english-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-genius-emperor-cricket-bat,MRF Genius Emperor Cricket Bat,"<p>The Genius Emperor offers the pinnacle of craftsmanship with world-class English willow and an optimized blade design for powerful strokes. It features thick edges, a finely curved spine for stability, and a superior handle and grip for ultimate control.</p>
<ul>
<li>Premium Hand-Selected English Willow: Unmatched durability and performance.</li>
<li>Big Swell &amp; Extended Sweet Spot: Maximizes power and shot execution.</li>
<li>Optimized Blade Design: Thick edges and curved spine enhance stability.</li>
<li>Superior Handle &amp; Grip: Designed for comfort and confidence at the crease.</li>
<li>Size: SH (Adult)</li>
</ul>
<p> </p>",MRF,Sporting Goods > Athletics > Cricket > Cricket Bats,,,TRUE,Size,SH_Adult,,,,,,,,,0,shopify,deny,manual,295,,,TRUE,TRUE,,,,,'87042850,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/EW_GENIUS_EMPEROR.webp?v=1756724353,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,Players Grade English Willow,,,,,,english-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-genius-emperor-cricket-bat,,,,,,,,,3,,,,,,,,,0,shopify,deny,manual,295,,,TRUE,TRUE,,,,,'39970082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-emperor-cricket-bat,,,,,,,,,4,,,,,,,,,0,shopify,deny,manual,295,,,TRUE,TRUE,,,,,'40002850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-emperor-cricket-bat,,,,,,,,,5,,,,,,,,,0,shopify,deny,manual,295,,,TRUE,TRUE,,,,,'40035618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-emperor-cricket-bat,,,,,,,,,6,,,,,,,,,0,shopify,deny,manual,295,,,TRUE,TRUE,,,,,'40068386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-emperor-cricket-bat,,,,,,,,,Harrow,,,,,,,,,0,shopify,deny,manual,295,,,TRUE,TRUE,,,,,'40101154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-game-changer-cricket-bat,MRF Genius Game Changer Cricket Bat,"<p>The Genius Game Changer is designed for elite cricketers demanding professional-grade performance and style. Crafted from hand-selected Players Grade English willow, this bat features a striking natural finish and precision craftsmanship, modeled after the brand ambassador’s own bat. It comes with a premium padded case for ultimate protection.</p>
<ul>
<li>Hand-Selected Players Grade Willow: Ensures superior durability and performance.</li>
<li>Professional-Grade Design: Inspired by top players for peak precision and power.</li>
<li>Natural Finish with Striking Design: Combines aesthetics with functionality.</li>
<li>Premium Padded Bat Case Included: Protects your bat during transport and storage.</li>
<li>Size: SH (Adult)</li>
</ul>",MRF,Sporting Goods > Athletics > Cricket > Cricket Bats,,,FALSE,Size,SH_Adult,,,,,,,,,0,shopify,deny,manual,0,,,TRUE,TRUE,,,,,'77638434,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/EW_GAME_CHANGER.webp?v=1756724353,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,Players Grade English Willow,,,,,,english-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
mrf-genius-king-cricket-bat,MRF Genius King Cricket Bat,"<p>The Genius King Bat &amp; Gloves set is crafted for the all-round cricketer seeking a blend of tradition, power, and control. Made from premium unbleached Players Grade English willow, this bat offers a perfectly balanced mid-blade sweet spot for both aggressive and precise shots. The included premium-quality sheep leather gloves and a high-grade bat cover with glove storage complete this elite package.</p>
<ul>
<li>Players Grade English Willow: Hand-selected wood ensuring durability and powerful stroke play.</li>
<li>Mid-Blade Sweet Spot: Optimized for controlled, versatile shot execution.</li>
<li>Premium Sheep Leather Gloves Included: Comfortable, durable gloves designed for excellent grip and protection.</li>
<li>High-Quality Bat Cover with Glove Storage: Keeps your equipment safe and organized.</li>
<li>Balanced Pickup &amp; Design: Perfect combination of tradition and modern innovation for confident play.</li>
<li>Size: SH (Adult)</li>
</ul>",MRF,Sporting Goods > Athletics > Cricket > Cricket Bats,,,FALSE,Size,SH_Adult,,,,,,,,,0,shopify,deny,manual,0,,,TRUE,TRUE,,,,,'65874722,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/EW_GENIUS_KING.webp?v=1756724353,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,Players Grade English Willow,,,,,,english-willow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
mrf-power-3-0-wheele-bags,MRF Power 3.0 Wheele Bags,"<p>Compact wheelie design featuring efficient storage for streamlined travel.</p>
<p>Key Features:</p>
<ul>
<li>External bat pocket for quick and easy access.</li>
<li>Deluxe wheel system for smooth mobility.</li>
<li>Made from Heavy – duty fabric for robust durability.</li>
<li>Fits one full cricket kit inside.</li>
<li>Bat fits completely inside.</li>
<li>Compact cricket kit with wheels.</li>
</ul>",MRF,Sporting Goods > Athletics > Cricket,,,TRUE,Size,Adult_Mens,,,,,,,,,0,shopify,deny,manual,32,,,TRUE,TRUE,,,,,'89588258,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/KBPOWER3_0_png.webp?v=1755761217,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Hard plastic or polyester, metal frame, wheels ",,,,,,wheelie-bags,,,,,,,,,,,,,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-power-3-0-wheele-bags,,,,,,,,,Youth,,,,,,,,,0,shopify,deny,manual,32,,,TRUE,TRUE,,,,,'45117474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-genius-kingdom-duffel-bags,MRF Genius Kingdom Duffel Bags,"<p>Large storage capacity combined with functional side compartments and a luxurious quilted exterior for a premium look and feel.</p>
<ul>
<li>Dimensions: 38” x 14” x 14”</li>
<li>Category: Duffel Bags</li>
<li>Type: Adult_Mens</li>
</ul>
<p>Key Features:</p>
<ul>
<li>Luxurious quilted exterior for a stylish appearance.</li>
<li>Insulated section to keep beverages fresh during games.</li>
<li>Smooth-rolling wheels for effortless transportation.</li>
</ul>",MRF,Luggage & Bags > Duffel Bags > Gym Duffel Bags,,,TRUE,Size,Adult_Mens,,,,,,,,,0,shopify,deny,manual,60,,,TRUE,TRUE,,,,,'67797538,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/KBGENIUSKINGDOM_1__png.webp?v=1755761217,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Polyester, nylon, zippers, straps",,,,,,duffel-bags,,,,,,,,,,,,,,,,,,,,,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-master-class-duffel-bags,MRF Genius Master Class Duffel Bags,"<p>Premium design with easy access to essential gear, perfect for players who want practical storage with style and comfort.</p>
<ul>
<li>Dimensions: 36” x 13.5” x 13.5”</li>
<li>Category: Duffel Bags</li>
<li>Type: Adult, Youth, Junior</li>
</ul>
<p>Key Features:</p>
<ul>
<li>Two deep side pockets specifically designed for leg guards.</li>
<li>Central front pocket for quick access to essentials.</li>
<li>Adjustable ergonomic shoulder strap for comfortable carrying.<br>
</li>
</ul>",MRF,Luggage & Bags > Duffel Bags > Gym Duffel Bags,,,TRUE,Size,Junior,,,,,,,,,0,shopify,deny,manual,75,,,TRUE,TRUE,,,,,'64684578,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/KBGENIUSMASTERCLASS_png.webp?v=1755761217,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Polyester, nylon, zippers, straps",,,,,,duffel-bags,,,,,,,,,,,,,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-master-class-duffel-bags,,,,,,,,,Youth,,,,,,,,,0,shopify,deny,manual,75,,,TRUE,TRUE,,,,,'64651810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-master-class-duffel-bags,,,,,,,,,Adult,,,,,,,,,0,shopify,deny,manual,75,,,TRUE,TRUE,,,,,'64619042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-t-g-genius-dual-emperor-thigh-guards,MRF T/G Genius Dual - Emperor Thigh Guards,"<p>Dual Protection Thigh Guard with Secure Fit Combines thigh and inner thigh pads with elastic straps for full coverage.</p>
<p>Key Features:</p>
<ul>
<li>Category: Genius Series</li>
<li>Type: Thigh Guard</li>
<li>Sizes: Adult, Youth, Junior</li>
<li>Design: Thigh pad and inner thigh pad combo</li>
</ul>",MRF,Sporting Goods > Athletics > Figure Skating & Hockey > Hockey Protective Gear > Hockey Shin Guards & Leg Pads,,,TRUE,Size,Adult,,,,,,,,,0,shopify,deny,manual,54.5,,,TRUE,TRUE,,,,,'13787938,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/TGGENIUSDUAL_png.webp?v=1755761217,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Foam padding, synthetic leather, elastic straps",,,,,,double-thigh,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mrf-t-g-genius-dual-emperor-thigh-guards,,,,,,,,,Youth,,,,,,,,,0,shopify,deny,manual,54.5,,,TRUE,TRUE,,,,,'13820706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mrf-t-g-genius-dual-emperor-thigh-guards,,,,,,,,,Junior,,,,,,,,,0,shopify,deny,manual,54.5,,,TRUE,TRUE,,,,,'13853474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
moonwalkr-mind-2-0-helmet-1,Moonwalkr MIND 2.0 Helmet,"<p><strong><span data-sheets-root=""1"">World’s Coolest Helmet, Literally.</span></strong></p>
<p><span data-sheets-root=""1"">The primary function of helmets is to keep the player safe, but whoever said we have to stop there?</span></p>
<ul>
<li><span data-sheets-root=""1"">Welcome to the world's first cricket helmet with 30 air vents. This futuristic headgear has a 30-point ventilation system designed to facilitate airflow during play and avoid heat build-up in the toughest conditions.</span></li>
<li><span data-sheets-root=""1"">Make the ball feel the heat!<br></span></li>
</ul>
<p><span data-sheets-root=""1""><strong>Stronger than the Strongest Ball.</strong><br></span></p>
<ul>
<li><span data-sheets-root=""1"">Take on the fastest of bowlers with a helmet that is just short of bulletproof. This high-grade headgear protects both the Head and the Mind! It has a unique structural design and rigid zones that can take impacts up to 160 kmph!<br></span></li>
<li><span data-sheets-root=""1"">Our answer to high-speed impact was not to go thicker, but smarter. MIND’s aerodynamic front profile deflects the ball instead of resisting it, which results in minimal force transferred to the head.<br></span></li>
<li><span data-sheets-root=""1"">It is also the world’s first cricket helmet with an in-built lower head protector. The additional protection comes with no restriction to all-around head movement.<br></span></li>
<li><span data-sheets-root=""1"">Get into battle mode with the high-carbon steel grille system designed for high impacts, maximum visibility, and comfort during play.</span></li>
</ul>",Moonwalkr,Sporting Goods > Athletics > Cricket > Cricket Protective Gear > Cricket Helmets,,Best Seller,TRUE,Size,S,,Color,Blue,,,,,,0,shopify,deny,manual,98.49,,,TRUE,TRUE,,,,,'31955746,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Blue_1.webp?v=1749462922,1,,FALSE,,,,,,,,,,,,,,,,,,,,,no,,"ABS Plastic, Expanded Polystyrene foam, High carbon steel grills, Polyurethane foam",,,,,moonwalkr-helmet,steel,,,,,,,,,,,,,,,,,,,,,,black; navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Blue_1.webp?v=1749462922,lb,,,active
moonwalkr-mind-2-0-helmet-1,,,,,,,,,S,,,Black,,,,,,0,shopify,deny,manual,98.49,,,TRUE,TRUE,,,,,'31988514,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Black_1.webp?v=1749462896,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Black_1.webp?v=1749462896,lb,,,
moonwalkr-mind-2-0-helmet-1,,,,,,,,,M,,,Blue,,,,,,0,shopify,deny,manual,98.49,,,TRUE,TRUE,,,,,'32021282,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Black_2.webp?v=1749462896,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Blue_1.webp?v=1749462922,lb,,,
moonwalkr-mind-2-0-helmet-1,,,,,,,,,M,,,Black,,,,,,0,shopify,deny,manual,98.49,,,TRUE,TRUE,,,,,'32054050,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Black_3.webp?v=1749462896,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Black_1.webp?v=1749462896,lb,,,
moonwalkr-mind-2-0-helmet-1,,,,,,,,,L,,,Blue,,,,,,0,shopify,deny,manual,98.49,,,TRUE,TRUE,,,,,'32086818,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Blue_4.webp?v=1749462922,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Moonwalker_Helmet_Blue_1.webp?v=1749462922,lb,,,
